Time,MOS,BW,RTT,JIT,DJB,SNR
1,4.5,83.888,0,67,60,27
2,4.5,87.312,0,67,60,27
3,4.5,85.6,0,67,60,27
4,4.482136,85.6,99,54,44,38
5,4.482136,83.888,99,54,44,38
6,4.482136,87.312,99,54,44,38
7,4.482136,83.888,99,54,44,38
8,4.482136,87.312,99,54,44,38
9,4.470369,83.888,121,49,40,9
10,4.470369,87.312,121,49,40,9
11,4.470369,83.888,121,49,40,9
12,4.470369,87.312,121,49,40,9
13,4.456768,83.888,130,63,63,11
14,4.456768,87.312,130,63,63,11
15,4.456768,82.176,130,63,63,11
16,4.456768,87.312,130,63,63,11
17,4.456768,83.888,119,57,63,30
18,4.456768,87.312,119,57,63,30
19,4.456768,83.888,119,57,63,30
20,4.456768,87.312,119,57,63,30
21,4.456768,83.888,119,57,63,30
22,4.456768,87.312,119,57,63,30
23,4.456768,83.888,119,57,63,30
24,4.441375,87.312,120,55,40,13
25,4.441375,83.888,120,55,40,13
26,4.441375,87.312,120,55,40,13
27,4.441375,83.888,120,55,40,13
28,4.441375,87.312,129,60,40,4
29,4.441375,82.176,129,60,40,4
30,4.441375,78.752,129,60,40,4
31,4.441375,83.888,129,60,40,4
32,4.441375,85.6,129,60,40,4
33,4.384864,83.888,439,105,250,9
34,4.384864,87.312,439,105,250,9
35,4.384864,83.888,439,105,250,9
36,4.384864,87.312,439,105,250,9
37,4.384864,83.888,439,105,250,9
38,4.313737,87.312,149,141,250,11
39,4.313737,83.888,149,141,250,11
40,4.313737,87.312,149,141,250,11
41,4.313737,85.6,149,141,250,11
42,4.313737,85.6,149,141,250,11
43,4.313737,85.6,119,138,250,10
44,4.313737,85.6,119,138,250,10
45,4.313737,83.888,119,138,250,10
46,4.313737,87.312,119,138,250,10
47,4.313737,83.888,119,138,250,10
48,4.313737,87.312,138,74,250,10
49,4.313737,83.888,138,74,250,10
50,4.313737,87.312,138,74,250,10
51,4.313737,83.888,138,74,250,10
52,4.313737,87.312,138,62,250,8
53,4.313737,83.888,138,62,250,8
54,4.313737,87.312,138,62,250,8
55,4.313737,83.888,138,62,250,8
56,4.313737,87.312,138,62,250,8
57,4.339,83.888,110,63,230,8
58,4.339,87.312,110,63,230,8
59,4.339,83.888,110,63,230,8
60,4.339,87.312,110,63,230,8
61,4.339,83.888,110,63,230,8
62,4.339,87.312,130,61,210,1
63,4.339,82.176,130,61,210,1
64,4.339,87.312,130,61,210,1
65,4.339,83.888,130,61,210,1
66,4.339,87.312,130,61,210,1
67,4.339,83.888,120,61,190,17
68,4.339,87.312,120,61,190,17
69,4.339,83.888,120,61,190,17
70,4.339,87.312,120,61,190,17
71,4.339,83.888,150,64,170,0
72,4.339,87.312,150,64,170,0
73,4.339,82.176,150,64,170,0
74,4.339,87.312,150,64,170,0
75,4.339,83.888,150,64,170,0
76,4.339,87.312,130,74,150,10
77,4.339,83.888,130,74,150,10
78,4.339,87.312,130,74,150,10
79,4.339,83.888,130,74,150,10
80,4.339,87.312,130,74,150,10
81,4.339,83.888,111,66,130,7
82,4.339,87.312,111,66,130,7
83,4.339,83.888,111,66,130,7
84,4.339,87.312,109,76,110,4
85,4.339,83.888,109,76,110,4
86,4.339,87.312,109,76,110,4
87,4.339,83.888,109,76,110,4
