Time,MOS,BW,RTT,JIT,DJB,SNR
1,3.864288,39.792,0,330,250,43
2,3.864288,37.008,0,330,250,43
3,2.113273,40.528,0,512,250,39
4,2.113273,45.84,0,512,250,39
5,2.113273,38.64,0,512,250,39
6,2.113273,37.376,0,512,250,39
7,2.315125,27.52,3090,289,250,41
8,2.315125,34.96,3090,289,250,41
9,2.315125,37.272,3090,289,250,41
10,2.315125,26.68,3090,289,250,41
11,2.315125,38.976,3090,289,250,41
12,2.113273,44.432,1999,284,250,37
13,2.113273,25.744,1999,284,250,37
14,2.113273,31.472,1999,284,250,37
15,2.113273,44.144,1999,284,250,37
16,2.113273,46.448,1999,284,250,37
17,1.826875,46.048,1999,341,250,21
18,1.826875,40.792,1999,341,250,21
19,1.826875,36.976,1999,341,250,21
20,1.826875,30.536,1999,341,250,21
21,1.826875,29.128,1999,341,250,21
22,1.568197,29.16,3238,426,250,38
23,1.568197,26.592,3238,426,250,38
24,1.568197,26.216,3238,426,250,38
25,1.568197,32.272,3238,426,250,38
26,1.568197,38.88,3238,426,250,38
27,1.380352,30.6,4450,375,250,43
28,1.380352,32.464,4450,375,250,43
29,1.380352,27.744,4450,375,250,43
30,1.380352,31.208,4450,375,250,43
31,1.380352,28.96,4450,375,250,43
32,1.380352,32.688,4450,375,250,43
33,1.528416,35.152,1389,299,250,9
34,1.528416,30.488,1389,299,250,9
35,1.528416,33.792,1389,299,250,9
36,1.528416,39.384,1389,299,250,9
37,1.609,40.4,820,444,250,12
38,1.609,44.824,820,444,250,12
39,1.609,36.112,820,444,250,12
40,1.609,25.248,820,444,250,12
41,1.609,26.112,820,444,250,12
42,1.609,26.32,820,444,250,12
43,1.609,32.088,820,444,250,12
44,1.609,29.52,820,444,250,12
45,1.737121,32.552,127,283,60,15
46,1.737121,34.576,127,283,60,15
47,1.737121,29.936,127,283,60,15
48,1.737121,31.96,127,283,60,15
49,1.737121,34.856,127,283,60,15
50,1.919709,35.824,127,245,222,16
51,1.919709,25.208,127,245,222,16
52,1.919709,30.776,127,245,222,16
